epoch,acc,loss,top_k_categorical_accuracy,val_acc,val_loss,val_top_k_categorical_accuracy
58,0.879329963763,0.25216263398,0.999973537273,0.770427603726,0.628489326462,0.999470787468
59,0.878297917369,0.252110857305,0.999973537273,0.769051651143,0.635921879253,0.999364944962
60,0.879912143766,0.250638026219,0.999973537273,0.770321761219,0.630343101471,0.999364944962
61,0.88057371193,0.24933007277,0.999973537273,0.769369178662,0.63693337391,0.999364944962
62,0.878139141023,0.247814855512,0.999947074546,0.770639288738,0.630008210377,0.999364944962
63,0.880864801915,0.246968234908,0.999973537273,0.76883996613,0.639344799428,0.999364944962
64,0.881420519219,0.245234002409,1.0,0.766723116003,0.643667117405,0.999364944962
65,0.880362010098,0.246153338085,0.999973537273,0.767464013548,0.639006822822,0.999364944962
66,0.881526370097,0.244059955361,0.999973537273,0.770850973751,0.631933968164,0.999470787468
67,0.882902431903,0.241699080993,0.999973537273,0.763653683319,0.650845134591,0.999364944962
68,0.881817460125,0.241849962652,0.999973537273,0.769580863675,0.635286615674,0.999470787468
69,0.882135012855,0.240536752138,0.999973537273,0.770956816257,0.633962454582,0.999470787468
70,0.884357881909,0.23748794299,1.0,0.768945808637,0.639301709358,0.999364944962
71,0.882690730092,0.237604959599,0.999973537273,0.768522438611,0.64028868324,0.999364944962
72,0.88184392282,0.237277314749,1.0,0.768628281118,0.64063412592,0.999364944962
73,0.885522241943,0.235062671373,0.999973537273,0.769263336156,0.635707426838,0.999470787468
74,0.885045912821,0.234855051145,1.0,0.773602878916,0.629528135541,0.999364944962
75,0.885284077366,0.233579714036,0.999973537273,0.765876375953,0.647626198822,0.999364944962
76,0.885416391034,0.232598196524,1.0,0.772967823878,0.632212205573,0.999364944962
77,0.88658075103,0.231693366553,0.999973537273,0.767675698561,0.642570605226,0.999364944962
78,0.88562809282,0.2310447337,0.999973537273,0.768945808637,0.641501353718,0.999364944962
79,0.88607795918,0.229578055843,0.999973537273,0.768310753599,0.641876854501,0.999364944962
80,0.886342586456,0.228804517912,0.999973537273,0.772756138865,0.628591500835,0.999470787468
81,0.887268781924,0.227132415481,0.999973537273,0.768204911092,0.641435679594,0.999364944962
82,0.887665722818,0.226094214744,0.999973537273,0.769157493649,0.644074236055,0.999364944962
83,0.887268781941,0.226823623819,0.999973537273,0.771591871296,0.634740566824,0.999470787468
84,0.88705708012,0.224171907595,1.0,0.771274343776,0.636026567266,0.999470787468
85,0.889359337362,0.223801514865,0.999973537273,0.767040643522,0.648778806391,0.999470787468
86,0.88896239645,0.222359965581,1.0,0.767781541067,0.645241615835,0.999470787468
87,0.88816851465,0.221719430109,0.999973537273,0.769051651143,0.642161330311,0.999470787468
88,0.890788324634,0.218067733103,0.999973537273,0.768099068586,0.646279017467,0.999470787468
89,0.889915054634,0.219616100676,1.0,0.771803556308,0.634750360508,0.999470787468
90,0.891873296448,0.21677611844,0.999973537273,0.769686706181,0.643717820113,0.999470787468
91,0.89131757921,0.217731168146,0.999973537273,0.76799322608,0.647717245093,0.999470787468
92,0.892296700087,0.215129642384,1.0,0.770110076207,0.642632199182,0.999470787468
93,0.892746566464,0.214416009546,1.0,0.772438611346,0.635945952918,0.999470787468
94,0.893805075537,0.212888458571,0.999973537273,0.768204911092,0.648052864818,0.999470787468
95,0.894202016463,0.213284134667,1.0,0.767252328535,0.650543632344,0.999470787468
96,0.893249358265,0.21361286474,0.999973537273,0.773602878916,0.634719294224,0.999470787468
97,0.894122628281,0.210796195508,0.999973537273,0.7700042337,0.6437498109,0.999470787468
98,0.894043240082,0.209592663837,1.0,0.76883996613,0.646112557138,0.999470787468
99,0.894307867355,0.208998778518,1.0,0.768628281118,0.647837885197,0.999470787468
100,0.893355209191,0.207928995561,0.999973537273,0.771380186283,0.639862437959,0.999470787468
101,0.89586916828,0.207577655151,1.0,0.771062658764,0.645122233485,0.999470787468
102,0.896901214625,0.204313529069,1.0,0.767569856054,0.652970493647,0.999470787468
103,0.897139379205,0.203580415873,1.0,0.772121083827,0.6415855772,0.999470787468
104,0.89713937917,0.20395389364,1.0,0.771062658764,0.643116593664,0.999470787468
105,0.895816242828,0.202818802513,1.0,0.768310753599,0.652441789345,0.999470787468
106,0.896107332842,0.202762558853,0.999973537273,0.772967823878,0.64285848819,0.999470787468
107,0.898594829186,0.201257023118,1.0,0.770215918713,0.651781681127,0.999470787468
108,0.897165841912,0.201598174468,1.0,0.769686706181,0.648363201826,0.999470787468
109,0.899388711004,0.198004467774,1.0,0.767781541067,0.657150650105,0.999470787468
110,0.897642170988,0.196940303011,0.999973537273,0.770533446232,0.646793111414,0.999470787468
111,0.89965333829,0.196574546259,0.999973537273,0.770745131245,0.645991131525,0.999470787468
112,0.900129667381,0.196334121595,0.999973537273,0.772650296359,0.649180773302,0.999470787468
113,0.89954748735,0.195580793183,0.999973537273,0.767569856054,0.658100761467,0.999470787468
114,0.899732726472,0.194042607007,1.0,0.771909398815,0.642932529575,0.999470787468
115,0.89909762099,0.193135667959,0.999973537273,0.769792548688,0.653575091267,0.999470787468
116,0.901717431008,0.19143168423,1.0,0.770321761219,0.652526122145,0.999470787468
117,0.901055862806,0.191094275116,1.0,0.772121083827,0.647125855833,0.999470787468
118,0.901161713715,0.190367735488,0.999973537273,0.772967823878,0.646264157893,0.999470787468
119,0.902908253745,0.189178030945,1.0,0.771909398815,0.650583947492,0.999470787468
120,0.901796819166,0.189090696505,0.999973537273,0.773708721423,0.64966748535,0.999470787468
121,0.902220222802,0.188151564034,1.0,0.77582557155,0.641985769548,0.999470787468
122,0.904390166454,0.186287992212,0.999973537273,0.770321761219,0.653961884178,0.999470787468
123,0.904019688261,0.184795620071,1.0,0.77582557155,0.643105710542,0.999470787468
124,0.903516896455,0.18548557544,0.999973537273,0.769051651143,0.654429121405,0.999470787468
125,0.905316361896,0.183621057599,0.999973537273,0.772015241321,0.646164529966,0.999470787468
126,0.904601868269,0.182968308039,0.999973537273,0.773920406435,0.643087482775,0.999470787468
127,0.906507184634,0.182054507486,0.999973537273,0.771380186283,0.654930212556,0.999470787468
128,0.906427796435,0.18004395033,0.999973537273,0.771697713802,0.653894213778,0.999470787468
129,0.906824737346,0.180587212506,1.0,0.770639288738,0.65504480887,0.999470787468
130,0.905792691012,0.180441440772,1.0,0.771909398815,0.655871501573,0.999470787468
131,0.906295482798,0.179102495514,1.0,0.7700042337,0.656140956406,0.999470787468
132,0.907618619175,0.177016716673,1.0,0.770956816257,0.658190377479,0.999470787468
133,0.906771811892,0.177890029442,0.999973537273,0.772015241321,0.653516248916,0.999470787468
134,0.907221678284,0.177015464277,1.0,0.769580863675,0.664230381706,0.999470787468
135,0.90841250101,0.174276283049,1.0,0.772967823878,0.650558969916,0.999470787468
136,0.909391621918,0.174217052352,0.999973537273,0.768628281118,0.662468489099,0.999470787468
137,0.910714758249,0.173100422341,1.0,0.77233276884,0.655538513689,0.999470787468
138,0.909788562827,0.172415598749,0.999973537273,0.770745131245,0.658044885115,0.999470787468
139,0.909391621921,0.17264962407,1.0,0.771062658764,0.658463101282,0.999470787468
140,0.909391621918,0.171190151285,0.999973537273,0.771274343776,0.658463995453,0.999470787468
141,0.91100584828,0.169995048239,1.0,0.77466130398,0.649489165967,0.999470787468
142,0.910476593707,0.170772486355,1.0,0.771909398815,0.657687858391,0.999470787468
143,0.911058773738,0.167670221307,0.999973537273,0.773179508891,0.657052552569,0.999470787468
144,0.913228717358,0.167631260443,1.0,0.774767146486,0.652967846464,0.999470787468
145,0.912778850988,0.167607224356,1.0,0.772544453853,0.660484705105,0.999470787468
146,0.913228717344,0.166424290301,1.0,0.773179508891,0.656383785628,0.999470787468
147,0.912223133737,0.164689771392,1.0,0.774343776461,0.656914303002,0.999470787468
148,0.914234300976,0.164836383726,1.0,0.772967823878,0.660478179582,0.999470787468
149,0.914948794643,0.164257683006,1.0,0.772226926334,0.660816600775,0.999470787468
150,0.91523988464,0.162319265646,1.0,0.772756138865,0.666740089579,0.999470787468
151,0.914049061885,0.161064809447,1.0,0.77233276884,0.662471883384,0.999470787468
152,0.916192542803,0.161344713499,1.0,0.773920406435,0.659822714924,0.999470787468
153,0.916192542807,0.159844539458,0.999973537273,0.773602878916,0.65824301686,0.999470787468
154,0.915425123731,0.159956719497,1.0,0.775719729043,0.650197194149,0.999470787468
155,0.916113154639,0.158341860829,1.0,0.773179508891,0.661763369532,0.999470787468
156,0.916854111002,0.157410059386,1.0,0.772756138865,0.658319752515,0.999470787468
157,0.916457170093,0.157669978762,1.0,0.773285351397,0.662148077795,0.999576629975
158,0.915689750975,0.157507264965,1.0,0.773179508891,0.662376613359,0.999470787468
159,0.91815078464,0.155654081581,1.0,0.771697713802,0.664242849675,0.999470787468
160,0.918997591909,0.153755305792,1.0,0.773814563929,0.658780885692,0.999576629975
161,0.918044933697,0.154802589236,1.0,0.77466130398,0.657106576533,0.999470787468
162,0.919659160059,0.15359388791,1.0,0.774555461473,0.666680184489,0.999470787468
163,0.918997591895,0.151998472267,1.0,0.776143099069,0.662435382882,0.999470787468
164,0.920347190982,0.152054992366,1.0,0.775931414056,0.656706426226,0.999576629975
165,0.92000317553,0.150328756965,1.0,0.773920406435,0.660389769138,0.999470787468
166,0.920426579181,0.149180802984,1.0,0.773179508891,0.66553188632,0.999470787468
167,0.921643864617,0.149115211724,1.0,0.774237933954,0.664310466728,0.999470787468
