epoch,acc,loss,val_acc,val_loss
0,0.665193574851,0.897579157823,0.6316680779,1.37701077724
1,0.746910476597,0.664443304393,0.605101608806,0.974520780897
2,0.774167085661,0.600150933802,0.44517358171,1.79566154464
3,0.786551642014,0.567411106315,0.788738357324,0.583185758978
4,0.795998835642,0.538158386807,0.812976291279,0.491920029457
5,0.808674481992,0.505950288304,0.802074513124,0.529495820719
6,0.838815528328,0.436259753647,0.81816257409,0.488747683121
7,0.84246738469,0.420670412235,0.81583403895,0.492967814122
8,0.849321231049,0.406730956989,0.819115156647,0.476292137957
9,0.85247029559,0.400029566145,0.807472480948,0.511780477999
10,0.852920161955,0.395142777308,0.822290431837,0.467210511817
11,0.857709915584,0.38805727095,0.814563928874,0.501796729443
12,0.859615231947,0.380299613518,0.815728196444,0.485571306956
13,0.863955119216,0.373429516369,0.808848433531,0.499686357672
14,0.866442615578,0.365215593199,0.827688399661,0.461390560893
15,0.869009500119,0.356470521521,0.805779000847,0.520949017794
16,0.871920400118,0.351276531744,0.810965283658,0.508219643525
17,0.878350842839,0.33811550684,0.809377646063,0.505085184087
18,0.880494323748,0.330914104863,0.80800169348,0.510123455209
19,0.882531953744,0.32520965693,0.805249788315,0.527269865595
20,0.888909471012,0.316680238049,0.813717188823,0.498951737693
21,0.892005610101,0.306700791893,0.80683742591,0.523063974741
