epoch,acc,loss,val_acc,val_loss
11,0.822461562889,0.359174375058,0.758784928027,0.677753586417
12,0.850220963773,0.284829461808,0.712214225233,0.879834348835
13,0.872026251029,0.231820304255,0.739944961897,0.769980501731
14,0.892005610098,0.186175982623,0.735711261643,0.821869864602
15,0.913757971897,0.150449318472,0.737298899238,0.80226603827
16,0.950091296409,0.0871246736443,0.765770533446,0.744655738546
17,0.959961893673,0.072901025789,0.754657070279,0.80070278979
18,0.965730768213,0.06376959774,0.759631668078,0.798478378685
19,0.969753102755,0.0588099640408,0.759949195597,0.810067232145
20,0.972425838208,0.0543945352099,0.76132514818,0.805768454947
21,0.975363200931,0.0489829185654,0.764817950889,0.798261342094
22,0.977691920929,0.0445773431178,0.764182895851,0.824006484302
23,0.980047103655,0.041452430589,0.768734123624,0.819937512318
24,0.982296435471,0.0384620063326,0.757303132938,0.848405662933
25,0.984916245468,0.0350348565446,0.764394580864,0.858615367316
26,0.986689248194,0.0319898494549,0.758361558002,0.882538830999
27,0.987747757284,0.0302935358784,0.771697713802,0.858998535898
28,0.989282595464,0.0271785775269,0.763124470787,0.903775932238
29,0.990976210008,0.0258054487778,0.770533446232,0.865896738357
30,0.992034719098,0.0235768846495,0.765453005927,0.89740139991
